指挥官	类型	来源单位	当前CUnit	状态	缺运行时attack	缺运行时武器	缺命令卡接线	本地技能	本地武器	运行时技能	运行时武器	官方命令卡技能
斯旺	建筑	DrakkenLaserDrillCoop	DrakkenLaserDrillCoop	ok_effective_combat_link	否	否	无	attack, stop, BuildInProgress, BrokenDrakkenLaserDrill, DrakkenLaserDrillBFG, DrakkenLaserDrillNuke, DrakkenLaserDrillResearch, Queue1Passive	LaserDrillTripodLaserBeamCoop	attack, stop, BuildInProgress, DrakkenLaserDrillBFG, DrakkenLaserDrillNuke, DrakkenLaserDrillResearch, Queue1Passive, BrokenDrakkenLaserDrill	LaserDrillTripodLaserBeamCoop	损坏的德拉肯激光钻机(BrokenDrakkenLaserDrill), 升级2级激光钻机(DrakkenLaserDrillResearch)
斯旺	建筑	KelMorianGrenadeTurret	KelMorianGrenadeTurret	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, SalvageShared	KelMorianRocketTurretWeapon	BuildInProgress, stop, attack, SalvageShared	KelMorianRocketTurretWeapon	回收(SalvageShared)
斯旺	建筑	MissileTurret	MissileTurret	ok_effective_combat_link	否	否	无	SalvageShared	无	BuildInProgress, stop, attack, que1, SalvageShared	LongboltMissile, HailstormMissilePods	攻击(attack), 回收(SalvageShared), 攻击(attack)
斯旺	建筑	PerditionTurret	PerditionTurret	noncombat_or_no_weapon	否	否	无	stop, SalvageShared	无	stop, SalvageShared	无	回收(SalvageShared)
斯旺	建筑	CommandCenter	CommandCenter	noncombat_or_no_weapon	否	否	无	UpgradeToOrbitalCoop, VespeneDroneCast	无	BuildInProgress, que5CancelToSelection, CommandCenterTrain, RallyCommand, CommandCenterTransport, CommandCenterLiftOff, UpgradeToPlanetaryFortress, UpgradeToOrbital, ScannerSweep, CalldownMULE, UpgradeToOrbitalCoop, VespeneDroneCast	无	制造SCV(CommandCenterTrain), 瓦斯采集器(VespeneDroneCast), 升级为轨道控制基地(UpgradeToOrbital), 升级为行星要塞(UpgradeToPlanetaryFortress), 装载(CommandCenterTransport), 全部卸载(CommandCenterTransport)
泰凯斯	建筑	TychusMercCompound	TychusMercCompound	noncombat_or_no_weapon	否	否	无	BuildInProgress, TychusHeroResearch2	无	BuildInProgress, TychusHeroResearch2	无	购买KD9a型聚爆核心(TychusHeroResearch2), 购买钒钢弹壳(TychusHeroResearch2), 购买凯莫瑞安碎甲弹(TychusHeroResearch2), 购买神射手联网头盔(TychusHeroResearch2), 购买拉尔斯科技G7型炸弹(TychusHeroResearch2), 购买莫比斯拘束矩阵(TychusHeroResearch2), 购买强化版爆破套件(TychusHeroResearch2), 购买SA-55型霹雳飞弹(TychusHeroResearch2), 购买莫比斯M34型恐惧弹(TychusHeroResearch2)
泰凯斯	建筑	TychusGhostAcademy	TychusGhostAcademy	noncombat_or_no_weapon	否	否	无	BuildInProgress, TychusHeroResearch2	无	BuildInProgress, TychusHeroResearch2	无	购买莫比斯灵能激发器(TychusHeroResearch2), 购买神经干扰器(TychusHeroResearch2), 购买灵能投射器(TychusHeroResearch2), 购买88式劝服者(TychusHeroResearch2), 购买T4云爆弹(TychusHeroResearch2), 购买超声波放大器(TychusHeroResearch2), 购买N3网络(TychusHeroResearch2), 购买尤摩扬纳米修复机器人(TychusHeroResearch2), 购买普罗希昂血清(TychusHeroResearch2)
泰凯斯	建筑	TychusArmory	TychusArmory	noncombat_or_no_weapon	否	否	无	BuildInProgress, TychusHeroResearch	无	BuildInProgress, TychusHeroResearch	无	购买高容积储油罐(TychusHeroResearch), 购买哈迪斯浮油(TychusHeroResearch), 购买狂焰牌燃料添加剂(TychusHeroResearch), 购买XCMC-670型战斗装甲(TychusHeroResearch), 购买X-71型震击靴(TychusHeroResearch), 购买临界响应系统(TychusHeroResearch), 购买M.A.L.I.C.E.弹药(TychusHeroResearch), 购买尤摩扬信号调制器(TychusHeroResearch), 购买莫比斯攻击性合剂(TychusHeroResearch)
泰凯斯	建筑	TychusWarhoundAutoTurret	TychusWarhoundAutoTurret	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, TychusWarhoundTurretTornadoSprayMissile	TychusWarhoundAutoTurret	BuildInProgress, stop, attack, TychusWarhoundTurretTornadoSprayMissile	TychusWarhoundAutoTurret	无
沃拉尊	建筑	Gateway	Gateway	noncombat_or_no_weapon	否	否	无	que5notPassive	无	BuildInProgress, que5notPassive, GatewayTrain, Rally, UpgradeToWarpGate, GatewayTrainAI, UpgradeToWarpGateInstant	无	折跃死徒(GatewayTrain), 折跃保护者(GatewayTrain), 折跃追猎者(GatewayTrain), 折跃使徒(GatewayTrain), 折跃黑暗圣堂武士(GatewayTrain), 变形为折跃门(UpgradeToWarpGate)
沃拉尊	建筑	PhotonCannon	PhotonCannon	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack	PhotonCannon	攻击(attack)
沃拉尊	建筑	TwilightCouncil	TwilightCouncil	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, que5, TwilightCouncilResearch, ChampionWarpTrain	无	研究鲜血护盾(TwilightCouncilResearch), 研究奇点充能(TwilightCouncilResearch), 研究旋风斩(TwilightCouncilResearch), 研究黑暗缠绕(TwilightCouncilResearch)
沃拉尊	建筑	DarkPylon	DarkPylon	noncombat_or_no_weapon	否	否	无	BuildInProgress, DarkPylonRecall	无	BuildInProgress, attackProtossPylon, stopProtossPylon, DarkPylonRecall	无	无
扎加拉	建筑	SpineCrawler	SpineCrawler	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack, SpineCrawlerUproot	ImpalerTentacle	攻击(attack), 站起(SpineCrawlerUproot)
扎加拉	建筑	SporeCrawler	SporeCrawler	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack, SporeCrawlerUproot	AcidSpew	攻击(attack), 站起(SporeCrawlerUproot)
扎加拉	建筑	BileLauncherZagara	BileLauncherZagara	ok_effective_combat_link	否	否	无	BuildInProgress, stop, BileLauncherZagaraAttack	BileLauncherZagaraBombardment	BuildInProgress, stop, BileLauncherZagaraAttack	BileLauncherZagaraBombardment	无
泽拉图	建筑	DarkShrine	DarkShrine	noncombat_or_no_weapon	否	否	无	DarkShrineResearch, que5	无	BuildInProgress, DarkShrineResearch, que5, DarkShrineAssignRally, DarkShrineRally	无	研究暗影之怒(DarkShrineResearch)
泽拉图	建筑	Gateway	Gateway	noncombat_or_no_weapon	否	否	无	que5notPassive	无	BuildInProgress, que5notPassive, GatewayTrain, Rally, UpgradeToWarpGate, GatewayTrainAI, UpgradeToWarpGateInstant	无	折跃死徒(GatewayTrain), 折跃保护者(GatewayTrain), 折跃追猎者(GatewayTrain), 折跃使徒(GatewayTrain), 折跃黑暗圣堂武士(GatewayTrain), 变形为折跃门(UpgradeToWarpGate)
泽拉图	建筑	PhotonCannon	PhotonCannon	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack	PhotonCannon	攻击(attack)
泽拉图	建筑	ZeratulRoboticsFacility	ZeratulRoboticsFacility	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, ZeratulRoboticsFacilityTrain, Rally	无	BuildInProgress, que5, ZeratulRoboticsFacilityTrain, Rally	无	折跃萨尔纳加执行者(ZeratulRoboticsFacilityTrain), 折跃萨尔纳加禁绝者(ZeratulRoboticsFacilityTrain), 折跃萨尔纳加虚空阵列船(ZeratulRoboticsFacilityTrain), 折跃萨尔纳加观察者(ZeratulRoboticsFacilityTrain)
