File	Size	MatchedBy	Snippet
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttosh02.sc2map\mapscript.galaxy	200617	Mend	 for (;; autoD682E799_u -= 1) {              autoD682E799_var = UnitGroupUnitFromEnd(autoD682E799_g, autoD682E799_u);              if (autoD682E799_var == null) { b
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner01.sc2map\mapscript.galaxy	278426	Mend	     for (;; auto582274C1_u -= 1) {          auto582274C1_var = UnitGroupUnitFromEnd(auto582274C1_g, auto582274C1_u);          if (auto582274C1_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner02.sc2map\mapscript.galaxy	265909	Mend	tCountAll);      for (;; auto8FFA0729_u -= 1) {          lv_u = UnitGroupUnitFromEnd(auto8FFA0729_g, auto8FFA0729_u);          if (lv_u == null) { break; }         
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner04.sc2map\mapscript.galaxy	355813	Mend	tCountAll);      for (;; auto560015A7_u -= 1) {          lv_u = UnitGroupUnitFromEnd(auto560015A7_g, auto560015A7_u);          if (lv_u == null) { break; }         
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner05s.sc2map\t3terrain.xml	570740	Brutalisk	00000 0.000000 " rot="0"/>              <cliffDoodad name="TerrainObjectCastanarBrutaliskCage1" pos="204.000000 150.000000 0.000000 " rot="0"/>              <cliffDoodad
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner05s.sc2map\preload.xml	11598	Brutalisk	>  <Actor id="CastanarStasisTubeLarge" Variations="0,1,2"/>  <Actor id="CastanarBrutaliskCageWrecked"/>  <Actor id="FacilityPowerCoreDeathDoodad"/>  <Actor id="TerrainOb
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner05s.sc2map\mapscript.galaxy	585896	Brutalisk	gv_p09_NEUTRAL_ATTACK = 9;  const int gv_p10_SCIENTISTS = 10;  const int gv_p11_BRUTALISK = 11;  const int gv_p12_AUTOTURRET_ENEMY = 12;  const int gv_p13_DOMINION_LABS 
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thorner03.sc2map\mapscript.galaxy	279112	Mend	     for (;; autoD9E2A2C7_u -= 1) {          autoD9E2A2C7_var = UnitGroupUnitFromEnd(autoD9E2A2C7_g, autoD9E2A2C7_u);          if (autoD9E2A2C7_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thanson03a.sc2map\mapscript.galaxy	320373	Mend	     for (;; auto81633956_u -= 1) {          auto81633956_var = UnitGroupUnitFromEnd(auto81633956_g, auto81633956_u);          if (auto81633956_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thanson03b.sc2map\mapscript.galaxy	225054	Mend	tCountAll);      for (;; auto4EE00797_u -= 1) {          lv_u = UnitGroupUnitFromEnd(auto4EE00797_g, auto4EE00797_u);          if (lv_u == null) { break; }         
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thanson01.sc2map\mapscript.galaxy	296988	Mend	tCountAll);      for (;; autoC43E849B_u -= 1) {          lv_u = UnitGroupUnitFromEnd(autoC43E849B_g, autoC43E849B_u);          if (lv_u == null) { break; }         
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\thanson02.sc2map\mapscript.galaxy	269663	Mend	     for (;; auto1B9E687D_u -= 1) {          auto1B9E687D_var = UnitGroupUnitFromEnd(auto1B9E687D_g, auto1B9E687D_u);          if (auto1B9E687D_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tvalerian02a.sc2map\mapscript.galaxy	583370	Mend	 for (;; auto9098CFC6_u -= 1) {              auto9098CFC6_var = UnitGroupUnitFromEnd(auto9098CFC6_g, auto9098CFC6_u);              if (auto9098CFC6_var == null) { b
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tvalerian02b.sc2map\preload.xml	6019	Leviathan	="BriefingUnitSelectLargeRed"/>  <Sound id="UI_TerranKlaxonAlert"/>  <Sound id="Leviathan_Roar"/>  <Sound id="TValerian02BTychus00003"/>  <Sound id="TValerian02BRaynor00
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tvalerian02b.sc2map\mapscript.galaxy	335106	Leviathan	ALISK_TOWERS = 8;  const int gv_pLAYER_P09_HORNER = 9;  const int gv_pLAYER_P10_LEVIATHAN = 10;  const int gv_pLAYER_P11_PLATFORM_PIECES = 11;    //---------------------
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tvalerian03.sc2map\mapscript.galaxy	271086	Leviathan	roup;  unitgroup gv_airPingGroupBehind;  bool gv_firstAirTransmission;  unit gv_leviathan;  unitgroup gv_leviathanMutas;  unitgroup gv_leviathanBLords;  fixed gv_leviath
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tvalerian01.sc2map\mapscript.galaxy	382421	Mend	 for (;; autoA8E323EB_u -= 1) {              autoA8E323EB_var = UnitGroupUnitFromEnd(autoA8E323EB_g, autoA8E323EB_u);              if (autoA8E323EB_var == null) { b
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tzeratul01.sc2map\mapscript.galaxy	467450	Mend	     for (;; autoD29854AF_u -= 1) {          autoD29854AF_var = UnitGroupUnitFromEnd(autoD29854AF_g, autoD29854AF_u);          if (autoD29854AF_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tzeratul02.sc2map\mapscript.galaxy	312090	Mend	 for (;; auto7DBFA4FA_u -= 1) {              auto7DBFA4FA_var = UnitGroupUnitFromEnd(auto7DBFA4FA_g, auto7DBFA4FA_u);              if (auto7DBFA4FA_var == null) { b
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tzeratul03.sc2map\mapscript.galaxy	268481	Mend	     for (;; auto5A446C5F_u -= 1) {          auto5A446C5F_var = UnitGroupUnitFromEnd(auto5A446C5F_g, auto5A446C5F_u);          if (auto5A446C5F_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tzeratul04.sc2map\mapscript.galaxy	353390	Mend	     for (;; autoDDCF4B99_u -= 1) {          autoDDCF4B99_var = UnitGroupUnitFromEnd(autoDDCF4B99_g, autoDDCF4B99_u);          if (autoDDCF4B99_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\traynor02.sc2map\mapscript.galaxy	226248	Mend	     for (;; autoFACADB5B_u -= 1) {          autoFACADB5B_var = UnitGroupUnitFromEnd(autoFACADB5B_g, autoFACADB5B_u);          if (autoFACADB5B_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\traynor01.sc2map\mapscript.galaxy	272620	Mend	     for (;; auto4BD2192F_u -= 1) {          auto4BD2192F_var = UnitGroupUnitFromEnd(auto4BD2192F_g, auto4BD2192F_u);          if (auto4BD2192F_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\traynor03.sc2map\mapscript.galaxy	287041	Mend	     for (;; auto36831936_u -= 1) {          auto36831936_var = UnitGroupUnitFromEnd(auto36831936_g, auto36831936_u);          if (auto36831936_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tarcade.sc2map\preload.xml	7228	Leviathan	ion_statusbox02.dds" Type="Image"/>  <Asset path="Assets\Textures\btn-unit-zerg-leviathan.dds" Type="Image"/>  <Asset path="Assets\Textures\ui_ingame_challenge_glow4text
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\tarcade.sc2map\mapscript.galaxy	398167	Leviathan	v_c_ScoreBonus = 0.0;  const int gv_c_BonusLifeScore = 25000;  const fixed gv_c_LeviathanY = -3.5;  const fixed gv_c_TerraTronY = -1.0;  const fixed gv_terraTronArmAttac
mods\novastoryassets.sc2mod\base2.sc2maps\maps\campaign\nova\nova05.sc2map\mapscript.galaxy	588773	Mend	     for (;; auto84896655_u -= 1) {          auto84896655_var = UnitGroupUnitFromEnd(auto84896655_g, auto84896655_u);          if (auto84896655_var == null) { break
mods\novastoryassets.sc2mod\base2.sc2maps\maps\campaign\nova\nova06.sc2map\mapscript.galaxy	452122	Mend	     for (;; autoFB445248_u -= 1) {          autoFB445248_var = UnitGroupUnitFromEnd(autoFB445248_g, autoFB445248_u);          if (autoFB445248_var == null) { break
mods\novastoryassets.sc2mod\base3.sc2maps\maps\campaign\nova\nova09.sc2map\mapscript.galaxy	318779	Mend	 for (;; autoCA04CA7E_u -= 1) {              autoCA04CA7E_var = UnitGroupUnitFromEnd(autoCA04CA7E_g, autoCA04CA7E_u);              if (autoCA04CA7E_var == null) { b
mods\novastoryassets.sc2mod\base3.sc2maps\maps\campaign\nova\nova08.sc2map\mapscript.galaxy	346251	Mend	 for (;; autoA210821A_u -= 1) {              autoA210821A_var = UnitGroupUnitFromEnd(autoA210821A_g, autoA210821A_u);              if (autoA210821A_var == null) { b
mods\novastoryassets.sc2mod\base2.sc2maps\maps\campaign\nova\nova04.sc2map\mapscript.galaxy	384068	Mend	 for (;; auto90DF6E28_u -= 1) {              auto90DF6E28_var = UnitGroupUnitFromEnd(auto90DF6E28_g, auto90DF6E28_u);              if (auto90DF6E28_var == null) { b
mods\novastoryassets.sc2mod\base3.sc2maps\maps\campaign\nova\nova07.sc2map\mapscript.galaxy	549909	Mend	     for (;; auto93C5B8D6_u -= 1) {          auto93C5B8D6_var = UnitGroupUnitFromEnd(auto93C5B8D6_g, auto93C5B8D6_u);          if (auto93C5B8D6_var == null) { break
mods\novastoryassets.sc2mod\base.sc2maps\maps\campaign\nova\nova03.sc2map\mapscript.galaxy	571324	Mend	     for (;; autoC743DDFA_u -= 1) {          autoC743DDFA_var = UnitGroupUnitFromEnd(autoC743DDFA_g, autoC743DDFA_u);          if (autoC743DDFA_var == null) { break
mods\novastoryassets.sc2mod\base.sc2maps\maps\campaign\nova\nova02.sc2map\base.sc2data\gamedata\unitdata.xml	140	Brutalisk	<?xml version="1.0" encoding="us-ascii"?>  <Catalog>      <CUnit id="Brutalisk">          <LifeArmor value="0"/>      </CUnit>  </Catalog>  
mods\novastoryassets.sc2mod\base.sc2maps\maps\campaign\nova\nova02.sc2map\mapscript.galaxy	320397	Brutalisk	-----------------------------------------------------------------------  int gv_brutaliskLife;  int gv_brutaliskDamage;  int gv_bonusObjNorthZerglingCount;  int gv_bonus
mods\novastoryassets.sc2mod\base.sc2maps\maps\campaign\nova\nova02.sc2map\preloadassetdb.txt	6940	Brutalisk	x=##id##1,##id##2,##id##3,##id##4,##id##5,##id##6,##id##7,##id##8    [Unit]  id=Brutalisk  Abil=attack,move,stop  Actor=BlipVisual,##id##,CommandUIHarnessAttackProtoss,C
mods\novastoryassets.sc2mod\base.sc2maps\maps\campaign\nova\nova01.sc2map\mapscript.galaxy	474312	Mend	     for (;; auto7B31C2B8_u -= 1) {          auto7B31C2B8_var = UnitGroupUnitFromEnd(auto7B31C2B8_g, auto7B31C2B8_u);          if (auto7B31C2B8_var == null) { break
mods\core.sc2mod\base.sc2data\ui\lotvcredits.xml	315473	Mend	n McNamara, François Medaerts, Mathilde Mégé, Florian Meister, Bo Mejdahl, Juan Mendez Paredes, Matthias Michallek, Ralph Michel, Douglas Midgley, Gleb Mihhailenko,
mods\core.sc2mod\base.sc2data\ui\hotscredits.xml	369627	Abathur	ditsEntryMovieColumnTemplate_HotS"/>      <CreditEntry text="@UI/CreditTextHotS/Abathur|@UI/CreditTextHotS/AbathurActor" templatename="CreditsEntryMovieColumnTemplate_
mods\core.sc2mod\base.sc2data\ui\novacredits.xml	320028	Abathur	lle" templatename="CreditsEntrySmallLabelTemplate_Nova" />   <CreditEntry text="Abathur&#x9;&#x9;Steve Blum" templatename="CreditsEntrySmallLabelTemplate_Nova" offset=
mods\core.sc2mod\base.sc2data\ui\novacreditsingame.xml	318872	Abathur	lle" templatename="CreditsEntrySmallLabelTemplate_Nova" />   <CreditEntry text="Abathur&#x9;&#x9;Steve Blum" templatename="CreditsEntrySmallLabelTemplate_Nova" offset=
mods\core.sc2mod\base.sc2data\ui\credits.xml	238698	Mend	atename="CreditsEntrySmallHeadingTemplate"/>      <CreditEntry text="Anna Maria Mendietta, Sarah Voynow" offset="40"/>      <CreditEntry templatename="CreditsEntryB
mods\core.sc2mod\base.sc2data\ui\sc2credits.xml	375258	Abathur	Menville" templatename="CreditsEntrySmallLabelTemplate" />   <CreditEntry text="Abathur&#x9;&#x9;Steve Blum" templatename="CreditsEntrySmallLabelTemplate" offset="40" 
mods\core.sc2mod\base.sc2data\editordata\texturereduction\tileset - castanar.txt	9414	Brutalisk	ainobjectcastanarbrutacagedoodad.m3  assets/terrainobjects/terrainobjectcastanarbrutaliskcage/terrainobjectcastanarbrutaliskcage.m3  assets/doodads/castanardestructibled
mods\core.sc2mod\base.sc2data\editordata\texturereduction\story mode - liberty.txt	70099	Leviathan	_  StoryMode  Story Mode  Cinematic  ||  ||  ||  assets/storymodesets/zerg/smx1_leviathanset/smx1_leviathanset.m3  assets/storymodecharacters/zerg/smx1_kerrigandezerged/
mods\core.sc2mod\base.sc2data\editordata\texturereduction\doodads.txt	300449	Brutalisk	ight_3.m3  assets/doodads/chareggsack/chareggsack_02.m3  assets/doodads/castanarbrutaliskcagewrecked/castanarbrutaliskcagewrecked.m3  assets/doodads/animalcorpse/animalc
mods\core.sc2mod\base.sc2data\editordata\texturereduction\example multiplayer game.txt	170469	Biomass	erran/marauderportrait/marauderportrait.m3  assets/buildings/protoss/protossbasebiomassstorage/protossbasebiomassstorage.m3  assets/units/terran/targetingdroneplacemen
mods\core.sc2mod\base.sc2data\editordata\texturereduction\portraits.txt	17291	Symbiote	ts/terran/sciencevesselportrait/sciencevesselportrait.m3  assets/portraits/zerg/symbioteportrait/symbioteportrait.m3  assets/portraits/terran/ghostechoportrait/ghostech
mods\core.sc2mod\base.sc2data\editordata\texturereduction\protoss.txt	38257	Biomass	buildings/protoss/darkshrine/darkshrine.m3  assets/buildings/protoss/protossbasebiomassstorage/protossbasebiomassstorage.m3  assets/effects/protoss/feedbackimpact/feed
mods\core.sc2mod\base.sc2data\editordata\texturereduction\zerg.txt	46111	Symbiote	ex1b/lurkerex1b.m3  assets/doodads/zergspire/zergspire_02.m3  assets/units/zerg/symbiotedeathfire/symbiotedeathfire.m3  assets/doodads/zergcurbs/zergcurbs_06.m3  assets
mods\alliedcommanders.sc2mod\componentlist.sc2components	1040	path	
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\heroabildata.xml	9365	Leviathan	es\zergevolution_roach_scavenger.ogv"/>      </CHeroAbil>      <CHeroAbil id="K5Leviathan">          <Icon value="Assets\Textures\btn-unit-zerg-leviathan.dds"/>         
mods\liberty.sc2mod\base.sc2data\gamedata\talentdata.xml	36672	Abathur	derStetmannLevel15" parent="CommanderDefaultSettings"/>     <CTalent id="MasteryAbathurDoubleBiomass" parent="CommanderDefaultSettings"/>     <CTalent id="MasteryKarax
campaigns\liberty.sc2campaign\base.sc2data\gamedata\terrainobjectdata.xml	177830	Brutalisk	ue="CCCCCCC"/>      </CCliffDoodad>      <CCliffDoodad id="TerrainObjectCastanarBrutaliskCage1">          <TexSets value="Castanar"/>          <CliffSet value="CastanarC
mods\swarm.sc2mod\base.sc2data\gamedata\terrainobjectdata.xml	107233	Brutalisk	"DDDDDDDDDDD"/>     </CCliffDoodad>     <CCliffDoodad id="TerrainObjectHybridLabBrutaliskCage1">         <TexSets value="HybridLabXelNaga"/>         <CliffSet value="Hyb
mods\liberty.sc2mod\base.sc2data\gamedata\texturedata.xml	70820	Abathur	tereo value="Video_SCStory_Stereo"/>     </CTexture>     <CTexture id="video_ac_abathur">         <File value="Assets\Textures\video_ac_abathur.ogv"/>         <Slot va
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\texturedata.xml	16296	Leviathan	vieSoundSettings value="EvoVideoTemplate"/>      </CTexture>      <CTexture id="LeviathanKaldirLighting">          <File value="Assets\Textures\smx1_leviathanbakedlighti
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\turretdata.xml	3102	Symbiote	t="FreeRotate">          <YawRate value="0"/>      </CTurret>      <CTurret id="Symbiote" parent="FreeRotate">          <Idle value="ResetIfMoving"/>          <YawRate 
campaigns\swarm.sc2campaign\base.sc2data\gamedata\achievementdata.xml	46511	Abathur	toryConversation_Izsha_NewLook"/>          <TermTable value="ZStoryConversation_Abathur_NewLook"/>          <TermTable value="ZStoryConversation_Zurvan_NewLook"/>     
campaigns\void.sc2campaign\base.sc2data\gamedata\achievementdata.xml	74398	Abathur	s" value="0"/>      </CAchievement>      <CAchievement default="1" id="COMMANDERABATHUR">          <Category value="Achievement/Category/AlliedCommanders/CommanderAbat
mods\liberty.sc2mod\base.sc2data\gamedata\achievementdata.xml	24636	AlliedCommanders	    <Flags index="Hidden" value="1"/>     </CAchievement>     <CAchievement id="AlliedCommanders_Progress">         <Category value="Achievement/Category/AlliedCommanders"/>   
campaigns\swarm.sc2campaign\base.sc2data\gamedata\achievementtermdata.xml	41647	Abathur	</CAchievementTermGeneric>      <CAchievementTermGeneric id="ZStoryConversation_Abathur_NewLook">          <Flags index="Persist" value="1"/>      </CAchievementTermGe
campaigns\void.sc2campaign\base.sc2data\gamedata\achievementtermdata.xml	146719	Abathur	</CAchievementTermAchievement>      <CAchievementTermEffectDamaged id="CommanderAbathurToxicNest">          <Quantity value="25000"/>          <Effect value="ToxicNest
mods\balancemultilanmethodcleanedup.sc2mod\base.sc2data\gamedata\actordata.xml	138285	Mend	e="Colossus_AttackLaunch"/>      </CActorSound>      <CActorSound id="ThermalBeamEndSound" parent="SoundOneShot">          <On Terms="Effect.ThermalBeamPersistent.S
mods\balancemultislowwarpprism.sc2mod\base.sc2data\gamedata\actordata.xml	134641	Mend	e="Colossus_AttackLaunch"/>      </CActorSound>      <CActorSound id="ThermalBeamEndSound" parent="SoundOneShot">          <On Terms="Effect.ThermalBeamPersistent.S
mods\starcoop\commanders\arcturusmengsk.sc2mod\base.sc2data\gamedata\actordata.xml	524114	Biomass	    <GroupIcon>              <Image value="Assets\Textures\wireframe-zerg-pickupbiomass.dds"/>          </GroupIcon>          <StatusBarFlags index="Shields" value="0"
mods\starcoop\commanders\egonstetmann.sc2mod\base.sc2data\gamedata\actordata.xml	498862	Symbiote	AnimTransition" Send="$Spell PlayForever"/>          <On Terms="Effect.BroodLordSymbioteLaunchSet.Start; At Target" Send="RefSetFromRequest ::scope.Broodlord ::Main Cas
campaigns\liberty.sc2campaign\base.sc2data\gamedata\actordata.xml	1383578	Symbiote	gSmallUnitDeath" SoundLink="Swarmling_Explode"/>          <PortraitModel value="SymbiotePortrait"/>          <WalkAnimMoveSpeed value="1.5"/>          <Remove Terms="Ac
campaigns\swarm.sc2campaign\base.sc2data\gamedata\actordata.xml	1317407	Biomass	nge value="1.000000,1.000000"/>      </CActorDoodad>      <CActorUnit id="TerranBiomass" parent="GenericUnitStandardNoAutoSoundLinks" unitName="TerranBiomass">        
campaigns\void.sc2campaign\base.sc2data\gamedata\actordata.xml	1776869	Biomass	unitName="PowerCore">          <DeathArray index="Normal" ModelLink="ProtossBaseBioMassStorageDeath"/>          <On Terms="ActorCreation" Send="Create SoundEmitter Doo
mods\balancemulti.sc2mod\base.sc2data\gamedata\actordata.xml	158658	Mend	e="Colossus_AttackLaunch"/>      </CActorSound>      <CActorSound id="ThermalBeamEndSound" parent="SoundOneShot">          <On Terms="Effect.ThermalBeamPersistent.S
mods\liberty.sc2mod\base.sc2data\gamedata\actordata.xml	1722756	Symbiote	lAddition">         <Macros value="GlobalLoopMacroMore"/>         <Model value="Symbiote_PremiumSkin_Aquatic"/>         <HostSiteOps Ops="BroodLordUnitModelFrameActorBr
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\actordata.xml	3083821	Abathur	imBracketStop BSD"/>      </CActorBeamSimple>      <CActorModel default="1" id="AbathurCoopSelfOnlyFloatingTextActorDefault">          <?token id="effectPickup" type="
mods\swarm.sc2mod\base.sc2data\gamedata\actordata.xml	559991	Mend	gradeToMothershipEnd" parent="SoundOneShot">         <Sound value="Core_TransformEnd"/>     </CActorSound>     <CActorSound id="MothershipCore_UpgradeToMothershipEn
mods\voidmulti.sc2mod\base.sc2data\gamedata\actordata.xml	187984	Mend	e="Colossus_AttackLaunch"/>      </CActorSound>      <CActorSound id="ThermalBeamEndSound" parent="SoundOneShot">          <On Terms="Effect.ThermalBeamPersistent.S
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\actordata.xml	78730	Abathur	ventSound" Send="Destroy"/>          <On Terms="ActorCreation" Send="Create set_abathur_move_loop_near"/>          <On Terms="ActorCreation" Send="Create set_abathur_m
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\armycategorydata.xml	80299	Abathur	MutaliskMorphToGuardian,Train1"/>      </CArmyCategory>      <CArmyCategory id="AbathurGuardian" parent="CoopArmyCategory">          <Icon value="Assets\Textures\btn-u
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\armycategorydata.xml	10426	Brutalisk	alue="AB/SwarmHostPrompt"/>          <Icon value="Assets\Textures\btn-unit-zerg-brutalisk.dds"/>          <Unit value="SwarmHost"/>          <AbilCommandArray value="Lar
mods\voidprologue.sc2mod\base.sc2data\gamedata\abildata.xml	84840	Leviathan	\WayPointConfirm_Void.m3"/>      </CAbilEffectTarget>      <!--CAbilTrain id="K5Leviathan">-->      <!--        <InfoArray index="Train1" Time="0">-->      <!--         
campaigns\liberty.sc2campaign\base.sc2data\gamedata\abildata.xml	172804	Leviathan	ex="IgnoreUnitCost" value="1"/>      </CAbilMorph>      <CAbilEffectInstant id="LeviathanSpawnBroodLord">          <EditorCategories value="Race:Zerg,AbilityorEffectType
campaigns\swarm.sc2campaign\base.sc2data\gamedata\abildata.xml	327982	Leviathan	InfoArray index="Train2" Time="90">              <Button DefaultButtonFace="HotSLeviathan" Requirements="HaveDestroyerLeviathan"/>              <Unit value="HotSLeviatha
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\abildata.xml	898671	Abathur	value="Race:Zerg,AbilityorEffectType:Units"/>          <Effect index="0" value="AbathurDeepTunnelCU"/>          <Flags index="BestUnit" value="0"/>          <Flags ind
mods\core.sc2mod\base.sc2data\gamedata\assetsproduct.txt	298128	Abathur	x_Standard_03.dds    UI/SC2_UI_Battlenet_Glue_Campaign_Purchase_InfoDialog_Coop_Abathur=Assets\Textures\UI_Battlenet_Glue_Campaign_Purchase_Logo_Abathur.dds  UI/SC2_UI
mods\warcoop\warmeleeai.sc2mod\base.sc2data\gamedata\alertdata.xml	9149	Mend	res\Renee_war3_btnselectheroon.dds"/>      </CAlert>      <CAlert id="AICommClaimEnd_Orc" parent="AICommClaimEnd">          <Sound value=""/>          <Icon value="
mods\liberty.sc2mod\base.sc2data\gamedata\alertdata.xml	38073	Mend	   <CAlert id="AICommClaimAck" parent="AICommClaim"/>     <CAlert id="AICommClaimEnd" parent="AICommClaim"/>     <CAlert id="AICommClaimFail" parent="AICommClaim"/>
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\alertdata.xml	1106	Abathur	Brutalisk">          <Peripheral value="MorphComplete"/>          <Sound value="AbathurCommander_Brutalisk"/>      </CAlert>      <CAlert id="MorphComplete_Leviathan">
campaigns\liberty.sc2campaign\base.sc2data\gamedata\attachmethoddata.xml	6483	Leviathan	Missile"/>      </CAttachMethodPattern>      <CAttachMethodPattern id="AMPatternLeviathanAir">          <Keyword value="Weapon"/>          <Driver value="LeviathanAirAtt
mods\liberty.sc2mod\base.sc2data\gamedata\scoreresultdata.xml	6890	Abathur	rOverload"/>         <ValueTable value="SlaynPush"/>         <ValueTable value="AbathurMonsterDamage"/>         <ValueTable value="AbathurHealingReceived"/>         <V
mods\liberty.sc2mod\base.sc2data\gamedata\scorevaluedata.xml	39069	Abathur	id="UnitsStructuresKilled" parent="BaseScoreValue"/>     <CScoreValueCustom id="AbathurMonsterDamage" parent="BaseScoreValue">         <UniqueTag value="scBS"/>     </
mods\voidprologue.sc2mod\base.sc2data\gamedata\sounddata.xml	170839	Leviathan	lue="Race:Zerg"/>          <AssetArray File="Assets\Sounds\FX_Space02Cutscene01_LeviathanWarpIn_00.wav" FacialGroup=""/>          <AssetArray File="Assets\Sounds\Zerg\Hy
campaigns\liberty.sc2campaign\base.sc2data\gamedata\sounddata.xml	573953	Brutalisk	       <EditorCategories value="Race:Neutral"/>      </CSound>      <CSound id="Brutalisk_AirAttackLaunch" parent="Combat">          <Pitch value="-4.000000,-3.000000"/>
campaigns\swarm.sc2campaign\base.sc2data\gamedata\sounddata.xml	687773	Biomass	3.000000,-3.000000"/>      </CSound>      <CSound id="Doodad_InfestedProtossBaseBiomassStorage_Birth" parent="Ambience_Object">          <EditorCategories value="Race:
campaigns\void.sc2campaign\base.sc2data\gamedata\sounddata.xml	1025445	Abathur	ightBringer_Launch_Vx" parent="Voice">          <AssetArray File="Assets\Sounds\Abathur_Belch_Vx_02.wav" FacialGroup=""/>          <AssetArray File="Assets\Sounds\Abat
mods\liberty.sc2mod\base.sc2data\gamedata\sounddata.xml	3192525	Abathur	         <Category value="Music"/>     </CSound>     <CSound id="Music_Takeover_Abathur_BG" parent="MUSIC">         <AssetArray File="Assets\Music\ZZerus02MissionIntro
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\sounddata.xml	3249143	Abathur	 <EditorCategories value="Race:Zerg"/>          <AssetArray File="Assets\Sounds\Abathur_Relief_Vx_01.wav" FacialGroup=""/>          <AssetArray File="Assets\Sounds\Pri
mods\swarm.sc2mod\base.sc2data\gamedata\sounddata.xml	348611	Abathur	/>         <DupeDestroyCount value="5"/>     </CSound>     <CSound id="SetPiece_Abathur_Emerge" parent="HoS_Set">         <EditorCategories value="Race:Zerg"/>        
mods\void.sc2mod\base.sc2data\gamedata\sounddata.xml	694767	Biomass	Points Distance="25.000000" Volume="-96.000000"/>     </CSound>     <CSound id="Biomass_BuffImpact" parent="Movement">         <AssetArray File="Assets\Sounds\Ravager_
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\sounddata.xml	1641182	Abathur	ortraitSlivan" parent="HoS_Portrait"/>      <CSound default="1" id="HoS_PortraitAbathur" parent="HoS_Portrait">          <Volume value="1.000000,1.000000"/>      </CSo
campaigns\swarm.sc2campaign\base.sc2data\gamedata\soundtrackdata.xml	1668	Leviathan	="Ambience_Lab02_Camera" parent="Ambience_Map"/>      <CSoundtrack id="Ambience_Leviathan_Mouth_Char03" parent="Ambience_Map"/>      <CSoundtrack id="Ambience_Leviathan_
mods\liberty.sc2mod\base.sc2data\gamedata\soundtrackdata.xml	103274	Abathur	c_Takeover_ReBrand_BG"/>     </CSoundtrack>     <CSoundtrack id="Music_Takeover_Abathur">         <CueArray>             <MasterLayer Sound="Music_Takeover_Abathur"/> 
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\soundtrackdata.xml	1442	Leviathan	ayers/>          </CueArray>      </CSoundtrack>      <CSoundtrack id="Ambience_Leviathan_Mouth_Space" parent="Ambience_Map">          <CueArray index="0">              
mods\swarm.sc2mod\base.sc2data\gamedata\soundtrackdata.xml	59302	Leviathan	ex="Continuous" value="0"/>     </CSoundtrack>     <CSoundtrack id="zLD_Korhal1_LeviathanCutscene" parent="Music">         <CueArray>             <MasterLayer Sound="zLD
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\soundtrackdata.xml	2837	Leviathan	itch"/>          </CueArray>      </CSoundtrack>      <CSoundtrack id="Ambience_Leviathan_Mouth_Char">          <CueArray index="0">              <SlaveLayers>          
